Magnetometer Ny Alesund
Lat: 78.92  Lon: 11.93
Quiet mean Dec: 9.9739
Quiet mean Inc: 82.6795
Quiet mean Tot: 55128.25
DD/MM/YYYY  HH:MM:SS     Dec      Horiz     Vert      Incl      Total
03/03/2025  00:08:30     9.8673    7028.4   54671.4   82.6744   55121.4
03/03/2025  00:08:40     9.8654    7027.9   54670.5   82.6748   55120.3
03/03/2025  00:08:50     9.8615    7027.9   54669.5   82.6747   55119.4
03/03/2025  00:09:00     9.8615    7027.9   54668.8   82.6746   55118.6
03/03/2025  00:09:10     9.8595    7027.6   54668.0   82.6747   55117.9
03/03/2025  00:09:20     9.8575    7027.9   54667.5   82.6744   55117.4
03/03/2025  00:09:30     9.8555    7027.9   54666.8   82.6743   55116.7
03/03/2025  00:09:40     9.8516    7027.6   54666.3   82.6745   55116.2
03/03/2025  00:09:50     9.8496    7027.6   54665.8   82.6745   55115.7
03/03/2025  00:10:00     9.8476    7027.6   54665.1   82.6744   55115.0
03/03/2025  00:10:10     9.8457    7027.3   54664.4   82.6746   55114.2
03/03/2025  00:10:20     9.8457    7027.3   54663.9   82.6745   55113.7
03/03/2025  00:10:30     9.8476    7027.6   54663.9   82.6742   55113.8
03/03/2025  00:10:40     9.8456    7027.6   54663.4   82.6742   55113.3
03/03/2025  00:10:50     9.8477    7027.3   54663.1   82.6744   55113.0
03/03/2025  00:11:00     9.8477    7027.3   54663.1   82.6744   55113.0
03/03/2025  00:11:10     9.8456    7027.6   54662.9   82.6741   55112.8
03/03/2025  00:11:20     9.8477    7027.3   54663.1   82.6744   55113.0
03/03/2025  00:11:30     9.8456    7027.8   54663.4   82.6739   55113.3
03/03/2025  00:11:40     9.8456    7027.6   54663.6   82.6742   55113.5
03/03/2025  00:11:50     9.8437    7027.3   54663.9   82.6745   55113.7
03/03/2025  00:12:00     9.8397    7027.3   54664.1   82.6746   55114.0
03/03/2025  00:12:10     9.8398    7027.1   54664.6   82.6749   55114.4
03/03/2025  00:12:20     9.8399    7026.6   54664.9   82.6754   55114.6
03/03/2025  00:12:30     9.8401    7026.1   54665.6   82.6760   55115.3
03/03/2025  00:12:40     9.8382    7025.6   54666.3   82.6766   55115.9
03/03/2025  00:12:50     9.8365    7024.9   54666.8   82.6774   55116.3
03/03/2025  00:13:00     9.8367    7024.1   54667.5   82.6783   55117.0
03/03/2025  00:13:10     9.8369    7023.4   54668.0   82.6791   55117.3
03/03/2025  00:13:20     9.8370    7022.9   54668.8   82.6797   55118.0
03/03/2025  00:13:30     9.8371    7022.7   54670.0   82.6801   55119.2
03/03/2025  00:13:40     9.8372    7022.4   54671.0   82.6805   55120.1
03/03/2025  00:13:50     9.8372    7022.4   54671.9   82.6806   55121.1
03/03/2025  00:14:00     9.8411    7022.4   54672.7   82.6807   55121.8
03/03/2025  00:14:10     9.8451    7022.7   54673.6   82.6806   55122.8
03/03/2025  00:14:20     9.8470    7022.7   54674.6   82.6807   55123.8
03/03/2025  00:14:30     9.8470    7022.9   54675.6   82.6806   55124.8
03/03/2025  00:14:40     9.8490    7023.0   54676.3   82.6807   55125.5
03/03/2025  00:14:50     9.8489    7023.2   54677.1   82.6805   55126.3
03/03/2025  00:15:00     9.8510    7023.0   54677.6   82.6808   55126.7
03/03/2025  00:15:10     9.8529    7023.0   54678.0   82.6809   55127.2
03/03/2025  00:15:20     9.8530    7022.7   54678.3   82.6812   55127.4
03/03/2025  00:15:30     9.8532    7022.2   54678.5   82.6817   55127.6
03/03/2025  00:15:40     9.8532    7022.0   54679.3   82.6820   55128.3
03/03/2025  00:15:50     9.8553    7021.8   54679.3   82.6823   55128.3
03/03/2025  00:16:00     9.8534    7021.3   54679.5   82.6828   55128.5
03/03/2025  00:16:10     9.8515    7021.0   54679.7   82.6831   55128.7
03/03/2025  00:16:20     9.8497    7020.5   54680.0   82.6837   55128.8
03/03/2025  00:16:30     9.8478    7020.3   54680.2   82.6840   55129.1
03/03/2025  00:16:40     9.8478    7020.3   54680.2   82.6840   55129.1
03/03/2025  00:16:50     9.8459    7019.8   54680.2   82.6845   55129.0
03/03/2025  00:17:00     9.8420    7019.5   54680.5   82.6848   55129.2
03/03/2025  00:17:10     9.8421    7019.3   54680.5   82.6850   55129.2
03/03/2025  00:17:20     9.8421    7019.0   54680.5   82.6853   55129.1
03/03/2025  00:17:30     9.8422    7018.8   54680.7   82.6856   55129.3
03/03/2025  00:17:40     9.8422    7018.8   54680.7   82.6856   55129.3
03/03/2025  00:17:50     9.8422    7018.8   54680.7   82.6856   55129.3
03/03/2025  00:18:00     9.8423    7018.5   54680.0   82.6857   55128.6
03/03/2025  00:18:10     9.8424    7018.3   54680.0   82.6860   55128.6
03/03/2025  00:18:20     9.8424    7018.0   54680.0   82.6862   55128.5
03/03/2025  00:18:30     9.8404    7018.3   54680.0   82.6860   55128.6
03/03/2025  00:18:40     9.8384    7018.0   54680.0   82.6862   55128.5
03/03/2025  00:18:50     9.8404    7018.0   54680.0   82.6862   55128.5
03/03/2025  00:19:00     9.8446    7017.6   54680.0   82.6867   55128.5
03/03/2025  00:19:10     9.8485    7017.6   54680.2   82.6867   55128.7
03/03/2025  00:19:20     9.8525    7017.6   54680.7   82.6868   55129.2
03/03/2025  00:19:30     9.8583    7018.4   54681.2   82.6861   55129.8
03/03/2025  00:19:40     9.8602    7018.6   54681.5   82.6858   55130.1
03/03/2025  00:19:50     9.8601    7019.1   54682.2   82.6854   55130.8
03/03/2025  00:20:00     9.8620    7019.3   54682.4   82.6852   55131.1
03/03/2025  00:20:10     9.8618    7019.8   54682.9   82.6848   55131.7
03/03/2025  00:20:20     9.8657    7020.3   54683.2   82.6843   55132.0
03/03/2025  00:20:30     9.8676    7020.6   54683.4   82.6840   55132.2
03/03/2025  00:20:40     9.8675    7020.8   54683.7   82.6838   55132.5
03/03/2025  00:20:50     9.8695    7020.8   54684.1   82.6839   55133.0
03/03/2025  00:21:00     9.8735    7020.9   54684.6   82.6839   55133.5
03/03/2025  00:21:10     9.8754    7021.1   54685.1   82.6837   55134.0
03/03/2025  00:21:20     9.8793    7021.6   54685.6   82.6833   55134.6
03/03/2025  00:21:30     9.8812    7021.9   54686.1   82.6831   55135.1
03/03/2025  00:21:40     9.8852    7021.6   54686.6   82.6834   55135.5
03/03/2025  00:21:50     9.8873    7021.4   54687.1   82.6837   55136.0
03/03/2025  00:22:00     9.8913    7021.2   54687.3   82.6839   55136.2
03/03/2025  00:22:10     9.8933    7021.2   54687.8   82.6840   55136.7
03/03/2025  00:22:20     9.8954    7021.0   54688.3   82.6843   55137.1
03/03/2025  00:22:30     9.8955    7020.7   54688.5   82.6846   55137.3
03/03/2025  00:22:40     9.8995    7020.5   54688.5   82.6848   55137.3
03/03/2025  00:22:50     9.9017    7020.0   54688.8   82.6853   55137.5
03/03/2025  00:23:00     9.9056    7020.3   54689.0   82.6851   55137.8
03/03/2025  00:23:10     9.9075    7020.5   54689.3   82.6849   55138.0
03/03/2025  00:23:20     9.9075    7020.5   54689.5   82.6849   55138.3
03/03/2025  00:23:30     9.9076    7020.3   54689.8   82.6852   55138.5
03/03/2025  00:23:40     9.9036    7020.3   54690.0   82.6852   55138.7
03/03/2025  00:23:50     9.9036    7020.3   54690.0   82.6852   55138.7
03/03/2025  00:24:00     9.9036    7020.3   54690.0   82.6852   55138.7
03/03/2025  00:24:10     9.9034    7020.8   54690.2   82.6848   55139.0
03/03/2025  00:24:20     9.9034    7021.0   54690.5   82.6846   55139.3
03/03/2025  00:24:30     9.9032    7021.5   54690.5   82.6841   55139.4
03/03/2025  00:24:40     9.9053    7021.3   54690.5   82.6843   55139.3
03/03/2025  00:24:50     9.9054    7021.0   54690.7   82.6846   55139.6
03/03/2025  00:25:00     9.9034    7020.8   54690.7   82.6848   55139.5
03/03/2025  00:25:10     9.9036    7020.3   54691.0   82.6854   55139.7
03/03/2025  00:25:20     9.9015    7020.5   54690.7   82.6851   55139.5
03/03/2025  00:25:30     9.8995    7020.7   54690.7   82.6849   55139.5
03/03/2025  00:25:40     9.8995    7020.5   54690.7   82.6851   55139.5
03/03/2025  00:25:50     9.8956    7020.5   54690.5   82.6851   55139.3
03/03/2025  00:26:00     9.8956    7020.5   54690.5   82.6851   55139.3
03/03/2025  00:26:10     9.8976    7020.2   54690.7   82.6854   55139.5
03/03/2025  00:26:20     9.8936    7020.2   54690.5   82.6854   55139.2
03/03/2025  00:26:30     9.8916    7020.2   54690.2   82.6853   55139.0
03/03/2025  00:26:40     9.8918    7019.7   54690.0   82.6858   55138.7
03/03/2025  00:26:50     9.8939    7019.5   54690.0   82.6860   55138.6
03/03/2025  00:27:00     9.8939    7019.2   54690.0   82.6863   55138.6
03/03/2025  00:27:10     9.8980    7019.0   54690.0   82.6865   55138.6
03/03/2025  00:27:20     9.8981    7018.8   54690.0   82.6868   55138.5
03/03/2025  00:27:30     9.8981    7018.5   54690.0   82.6870   55138.5
03/03/2025  00:27:40     9.8982    7018.3   54689.8   82.6873   55138.2
03/03/2025  00:27:50     9.9003    7018.1   54689.5   82.6875   55138.0
03/03/2025  00:28:00     9.9003    7018.1   54689.3   82.6874   55137.7
03/03/2025  00:28:10     9.9023    7017.8   54689.5   82.6877   55137.9
03/03/2025  00:28:20     9.9043    7017.8   54689.5   82.6877   55137.9
03/03/2025  00:28:30     9.9063    7017.8   54690.2   82.6878   55138.7
03/03/2025  00:28:40     9.9064    7017.6   54690.5   82.6881   55138.9
03/03/2025  00:28:50     9.9085    7017.4   54690.5   82.6883   55138.9
03/03/2025  00:29:00     9.9065    7017.3   54690.5   82.6883   55138.9
03/03/2025  00:29:10     9.9025    7017.1   54690.5   82.6886   55138.8
03/03/2025  00:29:20     9.8985    7017.3   54690.2   82.6883   55138.6
03/03/2025  00:29:30     9.8985    7017.3   54690.0   82.6883   55138.4
03/03/2025  00:29:40     9.8964    7017.5   54690.0   82.6880   55138.4
03/03/2025  00:29:50     9.8925    7017.3   54689.5   82.6883   55137.9
03/03/2025  00:30:00     9.8927    7016.8   54689.3   82.6887   55137.6
03/03/2025  00:30:10     9.8908    7016.3   54689.3   82.6892   55137.5
03/03/2025  00:30:20     9.8889    7016.0   54689.0   82.6895   55137.2
03/03/2025  00:30:30     9.8890    7015.6   54689.0   82.6900   55137.2
03/03/2025  00:30:40     9.8871    7015.3   54689.0   82.6902   55137.1
03/03/2025  00:30:50     9.8871    7015.3   54689.0   82.6902   55137.1
03/03/2025  00:31:00     9.8871    7015.3   54689.0   82.6902   55137.1
03/03/2025  00:31:10     9.8871    7015.3   54689.0   82.6902   55137.1
03/03/2025  00:31:20     9.8871    7015.3   54689.3   82.6903   55137.4
03/03/2025  00:31:30     9.8851    7015.3   54689.8   82.6903   55137.9
03/03/2025  00:31:40     9.8890    7015.6   54690.0   82.6901   55138.1
03/03/2025  00:31:50     9.8910    7015.6   54690.5   82.6902   55138.6
03/03/2025  00:32:00     9.8910    7015.6   54690.7   82.6902   55138.9
03/03/2025  00:32:10     9.8890    7015.6   54691.0   82.6902   55139.1
03/03/2025  00:32:20     9.8911    7015.3   54691.2   82.6905   55139.3
03/03/2025  00:32:30     9.8952    7015.1   54691.7   82.6908   55139.8
03/03/2025  00:32:40     9.9011    7015.1   54692.2   82.6908   55140.3
03/03/2025  00:32:50     9.9070    7015.6   54693.2   82.6904   55141.3
03/03/2025  00:33:00     9.9109    7015.9   54694.2   82.6903   55142.3
03/03/2025  00:33:10     9.9149    7015.9   54694.2   82.6903   55142.3
03/03/2025  00:33:20     9.9169    7015.9   54694.9   82.6904   55143.0
03/03/2025  00:33:30     9.9207    7016.4   54695.6   82.6899   55143.8
03/03/2025  00:33:40     9.9245    7016.9   54696.8   82.6896   55145.1
03/03/2025  00:33:50     9.9304    7017.5   54697.6   82.6891   55145.9
03/03/2025  00:34:00     9.9363    7017.5   54698.5   82.6892   55146.9
03/03/2025  00:34:10     9.9422    7017.8   54699.8   82.6891   55148.1
03/03/2025  00:34:20     9.9501    7018.0   54700.7   82.6890   55149.1
03/03/2025  00:34:30     9.9562    7017.8   54701.5   82.6893   55149.8
03/03/2025  00:34:40     9.9640    7018.3   54702.7   82.6889   55151.1
03/03/2025  00:34:50     9.9678    7018.9   54703.4   82.6885   55151.9
03/03/2025  00:35:00     9.9718    7018.9   54704.2   82.6886   55152.6
03/03/2025  00:35:10     9.9737    7019.4   54705.1   82.6882   55153.6
03/03/2025  00:35:20     9.9776    7019.6   54705.9   82.6880   55154.4
03/03/2025  00:35:30     9.9796    7019.4   54706.6   82.6883   55155.1
03/03/2025  00:35:40     9.9816    7019.4   54707.1   82.6884   55155.6
03/03/2025  00:35:50     9.9817    7019.2   54707.6   82.6887   55156.0
03/03/2025  00:36:00     9.9877    7018.9   54708.3   82.6890   55156.7
03/03/2025  00:36:10     9.9917    7019.0   54709.0   82.6891   55157.5
03/03/2025  00:36:20     9.9957    7019.0   54709.8   82.6892   55158.2
03/03/2025  00:36:30     9.9978    7018.7   54710.5   82.6895   55158.9
03/03/2025  00:36:40     9.9998    7018.5   54711.2   82.6899   55159.6
03/03/2025  00:36:50    10.0038    7018.5   54711.5   82.6899   55159.8
03/03/2025  00:37:00    10.0058    7018.5   54712.0   82.6899   55160.3
03/03/2025  00:37:10    10.0077    7018.8   54712.5   82.6897   55160.8
03/03/2025  00:37:20    10.0077    7019.0   54712.5   82.6895   55160.9
03/03/2025  00:37:30    10.0057    7019.0   54712.5   82.6895   55160.9
03/03/2025  00:37:40    10.0057    7019.0   54712.0   82.6894   55160.4
03/03/2025  00:37:50    10.0016    7019.3   54712.0   82.6892   55160.4
03/03/2025  00:38:00     9.9976    7019.2   54711.7   82.6892   55160.2
03/03/2025  00:38:10     9.9936    7019.2   54711.5   82.6892   55159.9
03/03/2025  00:38:20     9.9938    7018.7   54710.8   82.6896   55159.1
03/03/2025  00:38:30     9.9939    7018.5   54710.5   82.6898   55158.9
03/03/2025  00:38:40     9.9919    7018.5   54710.3   82.6898   55158.6
03/03/2025  00:38:50     9.9898    7018.7   54710.0   82.6895   55158.4
03/03/2025  00:39:00     9.9878    7018.7   54709.8   82.6895   55158.2
03/03/2025  00:39:10     9.9878    7018.7   54709.5   82.6894   55157.9
03/03/2025  00:39:20     9.9859    7018.4   54709.3   82.6897   55157.6
03/03/2025  00:39:30     9.9860    7018.2   54708.8   82.6899   55157.1
03/03/2025  00:39:40     9.9860    7018.2   54708.8   82.6899   55157.1
03/03/2025  00:39:50     9.9840    7018.2   54708.6   82.6898   55156.9
03/03/2025  00:40:00     9.9839    7018.4   54708.1   82.6895   55156.4
03/03/2025  00:40:10     9.9839    7018.4   54707.8   82.6895   55156.2
03/03/2025  00:40:20     9.9818    7018.7   54707.3   82.6892   55155.7
03/03/2025  00:40:30     9.9818    7018.7   54707.3   82.6892   55155.7
03/03/2025  00:40:40     9.9838    7018.7   54707.1   82.6891   55155.5
03/03/2025  00:40:50     9.9858    7018.9   54707.1   82.6889   55155.5
03/03/2025  00:41:00     9.9877    7019.2   54707.1   82.6886   55155.6
03/03/2025  00:41:10     9.9896    7019.4   54707.1   82.6884   55155.6
03/03/2025  00:41:20     9.9895    7019.7   54707.1   82.6881   55155.6
03/03/2025  00:41:30     9.9894    7019.9   54707.1   82.6879   55155.6
03/03/2025  00:41:40     9.9914    7019.9   54707.3   82.6879   55155.9
03/03/2025  00:41:50     9.9933    7020.4   54707.6   82.6874   55156.2
03/03/2025  00:42:00     9.9951    7020.9   54707.6   82.6869   55156.3
03/03/2025  00:42:10     9.9970    7021.2   54707.6   82.6866   55156.3
03/03/2025  00:42:20    10.0008    7021.7   54707.8   82.6861   55156.6
03/03/2025  00:42:30    10.0027    7022.2   54708.1   82.6857   55156.9
03/03/2025  00:42:40    10.0064    7023.2   54708.1   82.6846   55157.0
03/03/2025  00:42:50    10.0081    7023.9   54708.6   82.6839   55157.6
03/03/2025  00:43:00    10.0079    7024.7   54708.3   82.6831   55157.5
03/03/2025  00:43:10    10.0078    7024.9   54708.6   82.6829   55157.7
03/03/2025  00:43:20    10.0096    7025.4   54708.3   82.6824   55157.6
03/03/2025  00:43:30    10.0075    7025.9   54708.1   82.6819   55157.4
03/03/2025  00:43:40    10.0073    7026.4   54708.1   82.6814   55157.4
03/03/2025  00:43:50    10.0091    7027.1   54708.1   82.6806   55157.5
03/03/2025  00:44:00    10.0090    7027.4   54708.1   82.6803   55157.6
03/03/2025  00:44:10    10.0089    7027.6   54708.3   82.6801   55157.8
03/03/2025  00:44:20    10.0088    7028.1   54708.3   82.6796   55157.9
03/03/2025  00:44:30    10.0046    7028.8   54708.1   82.6788   55157.7
03/03/2025  00:44:40    10.0045    7029.0   54707.6   82.6785   55157.3
03/03/2025  00:44:50    10.0067    7028.6   54707.1   82.6790   55156.7
03/03/2025  00:45:00    10.0047    7028.6   54706.8   82.6789   55156.5
03/03/2025  00:45:10    10.0068    7028.1   54706.1   82.6793   55155.7
03/03/2025  00:45:20    10.0089    7027.8   54705.9   82.6795   55155.4
03/03/2025  00:45:30    10.0109    7027.6   54705.6   82.6798   55155.2
03/03/2025  00:45:40    10.0109    7027.6   54705.4   82.6797   55154.9
03/03/2025  00:45:50    10.0088    7028.1   54705.1   82.6792   55154.7
03/03/2025  00:46:00    10.0068    7028.1   54704.7   82.6791   55154.3
03/03/2025  00:46:10    10.0030    7027.6   54704.2   82.6796   55153.7
03/03/2025  00:46:20    10.0012    7026.8   54703.7   82.6803   55153.1
03/03/2025  00:46:30    10.0015    7026.1   54702.7   82.6809   55152.1
03/03/2025  00:46:40     9.9997    7025.4   54702.5   82.6817   55151.7
03/03/2025  00:46:50     9.9998    7024.9   54702.5   82.6822   55151.7
03/03/2025  00:47:00     9.9980    7024.4   54702.2   82.6826   55151.4
03/03/2025  00:47:10     9.9980    7024.4   54702.0   82.6826   55151.1
03/03/2025  00:47:20     9.9961    7024.1   54702.0   82.6829   55151.1
03/03/2025  00:47:30     9.9962    7023.9   54702.2   82.6831   55151.3
03/03/2025  00:47:40     9.9943    7023.6   54702.2   82.6834   55151.3
03/03/2025  00:47:50     9.9922    7023.9   54702.2   82.6832   55151.3
03/03/2025  00:48:00     9.9882    7023.8   54702.2   82.6832   55151.3
03/03/2025  00:48:10     9.9863    7023.6   54702.0   82.6834   55151.0
03/03/2025  00:48:20     9.9864    7023.3   54701.7   82.6836   55150.8
03/03/2025  00:48:30     9.9887    7022.4   54702.0   82.6847   55150.9
03/03/2025  00:48:40     9.9909    7021.6   54702.0   82.6854   55150.8
03/03/2025  00:48:50     9.9950    7021.2   54701.7   82.6859   55150.5
03/03/2025  00:49:00     9.9949    7021.4   54701.5   82.6856   55150.3
03/03/2025  00:49:10     9.9930    7021.2   54701.5   82.6858   55150.2
03/03/2025  00:49:20     9.9911    7020.9   54701.2   82.6861   55150.0
03/03/2025  00:49:30     9.9952    7020.7   54701.5   82.6863   55150.2
03/03/2025  00:49:40     9.9992    7020.5   54701.5   82.6866   55150.1
03/03/2025  00:49:50    10.0012    7020.7   54701.7   82.6863   55150.4
03/03/2025  00:50:00    10.0032    7020.5   54701.7   82.6866   55150.4
03/03/2025  00:50:10    10.0031    7020.7   54702.0   82.6864   55150.7
03/03/2025  00:50:20    10.0030    7021.2   54702.0   82.6859   55150.7
03/03/2025  00:50:30    10.0049    7021.5   54702.2   82.6856   55151.0
03/03/2025  00:50:40    10.0029    7021.5   54702.2   82.6856   55151.0
03/03/2025  00:50:50    10.0030    7021.2   54702.0   82.6859   55150.7
03/03/2025  00:51:00    10.0029    7021.5   54702.0   82.6856   55150.8
03/03/2025  00:51:10    10.0049    7021.5   54702.0   82.6856   55150.8
03/03/2025  00:51:20    10.0068    7021.7   54702.0   82.6853   55150.8
03/03/2025  00:51:30    10.0107    7022.0   54702.2   82.6851   55151.1
03/03/2025  00:51:40    10.0145    7022.5   54702.2   82.6846   55151.1
03/03/2025  00:51:50    10.0185    7022.8   54702.5   82.6843   55151.4
03/03/2025  00:52:00    10.0243    7023.0   54702.9   82.6841   55151.9
03/03/2025  00:52:10    10.0243    7023.3   54702.7   82.6838   55151.7
03/03/2025  00:52:20    10.0283    7023.0   54702.9   82.6841   55151.9
03/03/2025  00:52:30    10.0284    7022.8   54703.4   82.6844   55152.4
03/03/2025  00:52:40    10.0343    7023.1   54703.7   82.6842   55152.7
03/03/2025  00:52:50    10.0384    7022.8   54703.9   82.6844   55152.9
03/03/2025  00:53:00    10.0424    7022.6   54704.4   82.6847   55153.3
03/03/2025  00:53:10    10.0425    7022.4   54704.4   82.6850   55153.3
03/03/2025  00:53:20    10.0445    7022.4   54704.4   82.6850   55153.3
03/03/2025  00:53:30    10.0465    7022.2   54704.7   82.6852   55153.5
03/03/2025  00:53:40    10.0526    7021.9   54704.7   82.6855   55153.5
03/03/2025  00:53:50    10.0606    7021.7   54704.9   82.6857   55153.7
03/03/2025  00:54:00    10.0664    7022.5   54705.4   82.6850   55154.3
03/03/2025  00:54:10    10.0683    7022.7   54705.6   82.6848   55154.6
03/03/2025  00:54:20    10.0661    7023.2   54705.4   82.6842   55154.4
03/03/2025  00:54:30    10.0662    7023.0   54705.1   82.6844   55154.1
03/03/2025  00:54:40    10.0682    7023.0   54704.9   82.6844   55153.9
03/03/2025  00:54:50    10.0702    7023.0   54704.7   82.6844   55153.6
03/03/2025  00:55:00    10.0742    7023.0   54704.7   82.6843   55153.6
03/03/2025  00:55:10    10.0761    7023.3   54704.7   82.6841   55153.7
03/03/2025  00:55:20    10.0758    7024.3   54704.7   82.6831   55153.8
03/03/2025  00:55:30    10.0756    7024.7   54704.4   82.6825   55153.6
03/03/2025  00:55:40    10.0756    7024.7   54704.2   82.6825   55153.4
03/03/2025  00:55:50    10.0755    7025.0   54703.9   82.6822   55153.1
03/03/2025  00:56:00    10.0776    7024.7   54703.9   82.6825   55153.1
03/03/2025  00:56:10    10.0776    7024.7   54703.7   82.6824   55152.9
03/03/2025  00:56:20    10.0778    7024.3   54703.7   82.6829   55152.8
03/03/2025  00:56:30    10.0797    7024.5   54703.7   82.6827   55152.8
03/03/2025  00:56:40    10.0816    7024.8   54703.9   82.6824   55153.1
03/03/2025  00:56:50    10.0856    7024.8   54703.9   82.6824   55153.1
03/03/2025  00:57:00    10.0876    7024.6   54704.4   82.6827   55153.6
03/03/2025  00:57:10    10.0877    7024.3   54704.4   82.6830   55153.5
03/03/2025  00:57:20    10.0916    7024.6   54704.9   82.6828   55154.1
03/03/2025  00:57:30    10.0917    7024.3   54705.1   82.6831   55154.3
03/03/2025  00:57:40    10.0938    7023.9   54705.4   82.6836   55154.5
03/03/2025  00:57:50    10.0938    7023.9   54705.1   82.6836   55154.2
03/03/2025  00:58:00    10.0921    7023.1   54705.4   82.6844   55154.4
03/03/2025  00:58:10    10.0922    7022.6   54705.1   82.6848   55154.1
03/03/2025  00:58:20    10.0924    7022.1   54705.1   82.6853   55154.0
03/03/2025  00:58:30    10.0923    7022.4   54705.1   82.6851   55154.0
03/03/2025  00:58:40    10.0883    7022.4   54704.9   82.6851   55153.8
03/03/2025  00:58:50    10.0864    7022.1   54704.9   82.6853   55153.7
03/03/2025  00:59:00    10.0844    7022.1   54704.9   82.6853   55153.7
03/03/2025  00:59:10    10.0844    7022.1   54704.7   82.6853   55153.5
03/03/2025  00:59:20    10.0846    7021.6   54704.4   82.6858   55153.2
03/03/2025  00:59:30    10.0827    7021.4   54704.7   82.6861   55153.4
03/03/2025  00:59:40    10.0828    7021.1   54704.7   82.6863   55153.4
03/03/2025  00:59:50    10.0828    7021.1   54705.1   82.6864   55153.9
03/03/2025  01:00:00    10.0806    7021.6   54704.9   82.6859   55153.7
03/03/2025  01:00:10    10.0786    7021.8   54704.9   82.6856   55153.7
